설치장소명,설치장소상세,설치시설구분,소재지도로명주소,위도,경도
제주별빛누리공원,2층전시관(전시관),관광,제주특별자치도 제주시 선돌목동길 60,33.445222,126.5492487
제주별빛누리공원,2측관측대기장소(2층),관광,제주특별자치도 제주시 선돌목동길 60,33.445222,126.5492487
애월환승정류장(애월리) (신설동방면),버스정류장 처마(정류장),교통시설,제주특별자치도 제주시 애월읍 애월리2628,33.456694,126.324583
하귀환승정류장(하귀하나로마트)[남] (큰구릉내방면),버스정류장 처마(정류장),교통시설,제주특별자치도 제주시 애월읍 하귀1리 569-3,33.485944,126.412306
제주공룡랜드,사무실 외부 벽면(주차장),관광,제주특별자치도 제주시 애월읍 광령평화2길 1,33.441083,126.434556
제주공룡랜드,사무실 외부 벽면(주차장),관광,제주특별자치도 제주시 애월읍 광령평화2길 1,33.441083,126.434556
환상숲,매표소(주차장 포함),관광,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.322833,126.263278
환상숲,매표소(주차장 포함),관광,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.322833,126.263278
유리의성,매표소(주차장 포함),관광,제주특별자치도 제주시 한경면 녹차분재로 462,33.315056,126.273417
그리스신화박물관,매표소(주차장 포함),관광,제주특별자치도 제주시 한림읍 광산로 942,33.347944,126.356806
그리스신화박물관,매표소(주차장 포함),관광,제주특별자치도 제주시 한림읍 광산로 942,33.347944,126.356806
북촌돌하르방공원,매표소(매표소),관광,제주특별자치도 제주시 조천읍 북촌서1길 70,33.538972,126.688722
북촌돌하르방공원,매표소외부 벽면(관람로),관광,제주특별자치도 제주시 조천읍 북촌서1길 70,33.538972,126.688722
더마파크,매표소내 사무실(매표소포함),관광,제주특별자치도 제주시 한림읍 월림7길 155,33.355806,126.241972
더마파크,매표소외부(입장로),관광,제주특별자치도 제주시 한림읍 월림7길 155,33.355806,126.241972
