설치장소명,설치장소상세,설치시설구분,소재지도로명주소,위도,경도
큰엉(남원관광지구),화장실외벽 동,관광,제주특별자치도 서귀포시 남원읍 태위로 522-17,33.273409,126.703757
큰엉(남원관광지구),화장실외벽 서,관광,제주특별자치도 서귀포시 남원읍 태위로 522-17,33.273409,126.703757
송악산,화장실외벽 남,관광,제주특별자치도 서귀포시 대정읍 상모리 238,33.199104,126.293515
송악산,화장실외벽 북,관광,제주특별자치도 서귀포시 대정읍 상모리 238,33.199104,126.293515
기당미술관,매표소홀,관광,제주특별자치도 서귀포시 남성중로153번길 15,33.244669,126.551797
기당미술관,휴게실,관광,제주특별자치도 서귀포시 남성중로153번길 15,33.244669,126.551797
돈내코,야외무대화장실남,관광,제주특별자치도 서귀포시 돈내코로 120,33.300433,126.5842033
돈내코,야외무대화장실북,관광,제주특별자치도 서귀포시 돈내코로 120,33.300433,126.5842033
돈내코,원앙폭포 안전CCTV폴대,관광,제주특별자치도 서귀포시 돈내코로 120,33.300546,126.581741
돈내코,관리사무실 외벽 동,관광,제주특별자치도 서귀포시 돈내코로 120,33.3004184,126.5842033
돈내코,관리사무실 외벽 남,관광,제주특별자치도 서귀포시 돈내코로 120,33.3004184,126.5842033
돈내코,관리사무실 외벽 북,관광,제주특별자치도 서귀포시 돈내코로 120,33.3004184,126.5842033
서귀포감귤박물관,매표소홀,관광,제주특별자치도 서귀포시 효돈순환로 441,33.271539,126.607658
서귀포감귤박물관,본관홀,관광,제주특별자치도 서귀포시 효돈순환로 441,33.271539,126.607658
서귀포자연휴양림,동백동 옥상,관광,제주특별자치도 서귀포시 하원동 산1-1,33.311949,126.45911
서귀포자연휴양림,관리동 건물외벽 남,관광,제주특별자치도 서귀포시 하원동 산1-1,33.311458,126.458844
서귀포자연휴양림,관리동 건물외벽 동,관광,제주특별자치도 서귀포시 하원동 산1-1,33.311458,126.458844
서귀포자연휴양림,건물외벽 동쪽방향,관광,제주특별자치도 서귀포시 하원동 산1-1,33.312597,126.459548
서귀포자연휴양림,건물외벽 족구장방향,관광,제주특별자치도 서귀포시 하원동 산1-1,33.312597,126.459548
엉또폭포,화장실 남,관광,제주특별자치도 서귀포시 염돈로 121-6,33.265064,126.491984211
엉또폭포,화장실북,관광,제주특별자치도 서귀포시 염돈로 121-6,33.265064,126.491984211
예래생태체험관,건물외벽 2층옥상,관광,제주특별자치도 서귀포시 예래로 213,33.244486,126.390977
외돌개,어린이CCTV폴대1,관광,제주특별자치도 서귀포시 서홍동 784-4,33.240936,126.546826
외돌개,어린이CCTV폴대2,관광,제주특별자치도 서귀포시 서홍동 784-4,33.240936,126.546826
정방폭포,관광안내소 외벽,관광,제주특별자치도 서귀포시 동홍동 279-7,33.244836,126.573917
제주한란전시관,매표소홀,관광,제주특별자치도 서귀포시 돈내코로67번길 19,33.296253,126.590654
제주한란전시관,건물외벽,관광,제주특별자치도 서귀포시 돈내코로67번길 19,33.296253,126.590654
천제연폭포,매표소 건물외벽 동,관광,제주특별자치도 서귀포시 중문동 2232,33.252692,126.418437
천제연폭포,매표소 건물외벽 남,관광,제주특별자치도 서귀포시 중문동 2232,33.252692,126.418437
천제연폭포,매표소 건물외벽 북,관광,제주특별자치도 서귀포시 중문동 2232,33.252692,126.418437
섭지코지,상가관리사무실 외벽,관광,제주특별자치도 서귀포시 성산읍 고성리 62-1,33.423688,126.929771
혼인지,KT 전주 1-1,관광,제주특별자치도 서귀포시 성산읍 온평리 1702-1,33.414956,126.894949
혼인지,KT 전주 1-2,관광,제주특별자치도 서귀포시 성산읍 온평리 1702-1,33.414956,126.894949
혼인지,KT 전주 2,관광,제주특별자치도 서귀포시 성산읍 온평리 1702-1,33.414956,126.894949
산방산,산방산입구 매표소 가로등1,관광,제주특별자치도 서귀포시 안덕면 사계리 181-2,33.236719,126.31283
산방산,산방산입구 매표소 가로등2,관광,제주특별자치도 서귀포시 안덕면 사계리 181-2,33.236719,126.31283
산방산,용머리 2  매표소 외벽,관광,제주특별자치도 서귀포시 안덕면 사계리 116-7,33.233441,126.313742
성산일출봉,화장실 외벽 동,관광,제주특별자치도 서귀포시 성산읍 성산리 104-1,33.46292,126.937941
성산일출봉,화장실 외벽 남,관광,제주특별자치도 서귀포시 성산읍 성산리 104-1,33.46292,126.937941
성산일출봉,화장실 외벽 북,관광,제주특별자치도 서귀포시 성산읍 성산리 104-1,33.46292,126.937941
성산일출봉,화장실 외벽 동,관광,제주특별자치도 서귀포시 성산읍 성산리 114-3,33.46248,126.935222
성산일출봉,화장실 외벽 남,관광,제주특별자치도 서귀포시 성산읍 성산리 114-3,33.46248,126.935222
성산일출봉,매표소 옥상 남,관광,제주특별자치도 서귀포시 성산읍 성산리 114-3,33.46248,126.935222
성산일출봉,매표소 옥상 동,관광,제주특별자치도 서귀포시 성산읍 성산리 114-3,33.46248,126.935222
남원읍사무소[북] (남원포구입구 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 남원리 100-3,33.27937,126.719875
남원읍사무소[남] (씨사이드홈 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 남원리 99-13,33.279417,126.720518
남원환승정류장(남원읍사무소) (남원읍사무소방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 남원리 196-3,33.281241,126.720799
남원환승정류장(남원읍사무소) (비안동방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 남원리 211-2,33.281106,126.720998
의귀환승정류장(의귀초등학교)[서] (의귀서동네 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 의귀리 1483-10,33.310811,126.714838
의귀환승정류장(의귀초등학교)[동](의귀교회 앞 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 남원읍 의귀리 1503-2,33.310911,126.714982
대정환승정류장(대정읍사무소) (무릉리 사장동 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 대정읍 하모리 1443-4,33.226004,126.25178
대정환승정류장(대정읍사무소) (대정초교후문 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 대정읍 하모리 1417-4,33.225755,126.253203
하례환승정류장(하례리입구)[서] (서귀포산업과학고등학교 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 상효동 1122-5,33.299713,126.600592
하례환승정류장(하례리입구) (종점 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 상효동 1122-5,33.299703,126.600709
신산환승정류장(성산농협신산지점)[동] (신산리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 성산읍 신산리 1041-4,33.380259,126.876179
신산환승정류장(성산농협신산지점) (희진주유소 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 성산읍 신산리 1047-3,33.379872,126.875801
화순환승정류장(안덕농협)[남] (화순동취락지구 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 화순리 1079-4,33.246464,126.334979
화순환승정류장(안덕농협)[북] (화순리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 화순리 1074-11,33.246677,126.3355
동광환승정류장4(제주방면) (원물오름 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 824-1,33.31044,126.341096
동광환승정류장3(한림방면) (이시돌 삼거리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 825-3,33.310414,126.340654
동광환승정류장2(영어교육도시방면) (신화역사공원 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 942-5,33.310269,126.339681
동광환승정류장6(모슬포방면) (동광리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 943-4,33.309555,126.340262
동광환승정류장5(서귀방면) (테디밸리 골프앤리조트. 헬로키티 아일랜드 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 809-1,33.309754,126.340822
동광환승정류장1 (종점방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 안덕면 동광리 942-6,33.310269,126.339676
성읍환승정류장(성읍1리사무소) (성읍1리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 성읍리 666-6,33.389552,126.798319
성읍환승정류장(성읍1리사무소) (성읍농협 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 성읍리 668-5,33.389315,126.798544
표선환승정류장(표선면사무소)[서] (표선리 사거리 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 표선리 701-2,33.326721,126.832066
표선환승정류장(표선면사무소)[동] (표선중학교 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 표선리 600-7,33.326721,126.832066
표선환승정류장(표선리 제주은행)[서] (성산포수협표선지점 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 표선리 596-6,33.326813,126.833486
표선환승정류장(표선리사무소)[동] (표선초등학교 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 표선면 표선리 631-1,33.325341,126.83251
제주권역재활병원,5F 복도,서민·복지시설,제주특별자치도 서귀포시 동문로 1,33.252765,126.562376
제주권역재활병원,6F 복도,서민·복지시설,제주특별자치도 서귀포시 동문로 1,33.252765,126.562376
휴애리생활공원,매표소홀,관광,제주특별자치도 서귀포시 남원읍 신례동로 256,33.308979,126.633808
휴애리생활공원,건물외벽,관광,제주특별자치도 서귀포시 남원읍 신례동로 256,33.308979,126.633808
노리매(매화테마공원),매표소,관광,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,33.2825685,126.286721
노리매(매화테마공원),건물외벽,관광,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,33.2825685,126.286721
제주옹기박물관,건물외벽,관광,제주특별자치도 서귀포시 대정읍 무영로254번길 3,33.282973,126.223335
황금륭골든힐허브팜,매표소홀&식당,관광,제주특별자치도 서귀포시 대정읍 칠전로 434,33.286653,126.2229014
황금륭골든힐허브팜,건물외벽,관광,제주특별자치도 서귀포시 대정읍 칠전로 434,33.286653,126.2229014
대유ATV수렵사격랜드,건물외벽,관광,제주특별자치도 서귀포시 상예로 381,33.277556,126.395368
대유ATV수렵사격랜드,매표소,관광,제주특별자치도 서귀포시 상예로 381,33.277554,126.395364
믿거나말거나박물관,매표소홀,관광,제주특별자치도 서귀포시 중문관광로110번길 32,33.251091,126.412761
믿거나말거나박물관,건물외벽,관광,제주특별자치도 서귀포시 중문관광로110번길 32,33.251091,126.412761
세계성문화박물관,매표소,관광,제주특별자치도 서귀포시 월드컵로 31,33.247252,126.507362955
세계조가비박물관,매표소 뒤,관광,제주특별자치도 서귀포시 태평로 284,33.247469,126.551641
세계조가비박물관,건물외벽,관광,제주특별자치도 서귀포시 태평로 284,33.247469,126.551641
세리월드_동화속미로공원,매표소,관광,제주특별자치도 서귀포시 법환상로2번길 97-17,33.2468934,126.511985
세리월드_동화속미로공원,건물외벽,관광,제주특별자치도 서귀포시 법환상로2번길 97-17,33.2468934,126.511985
제주다원,매표소,관광,제주특별자치도 서귀포시 산록남로 1258,33.290385,126.422818
제주유리박물관,매표소,관광,제주특별자치도 서귀포시 중산간서로 1403,33.278592,126.370274
테디베어뮤지엄,매표소,관광,제주특별자치도 서귀포시 중문관광로110번길 31,33.250254,126.411977
테디베어뮤지엄,건물외벽,관광,제주특별자치도 서귀포시 중문관광로110번길 31,33.250254,126.411977
퍼시픽랜드,매표소,관광,제주특별자치도 서귀포시 중문관광로 154-17,33.244447,126.416191
퍼시픽랜드,건물외벽,관광,제주특별자치도 서귀포시 중문관광로 154-17,33.244447,126.416191
플레이케이팝제주,매표소홀&중문다방VR체험실,관광,제주특별자치도 서귀포시 중문관광로110번길 15,33.249942,126.413261
한국야구명예전당,중앙홀,관광,제주특별자치도 서귀포시 중산간서로 97-1,33.260075,126.498596
블루마운틴커피테마파크,매표소홀,관광,제주특별자치도 서귀포시 성산읍 중산간동로 4255,33.380169,126.837168
블루마운틴커피테마파크,건물외벽,관광,제주특별자치도 서귀포시 성산읍 중산간동로 4255,33.380169,126.837168
성산포조가비박물관,전시실,관광,제주특별자치도 서귀포시 성산읍 시흥하동로 112,33.477619,126.908334
올인하우스,건물외벽 남,관광,제주특별자치도 서귀포시 성산읍 섭지코지로 261,33.425779,126.931337
올인하우스,건물외벽 북,관광,제주특별자치도 서귀포시 성산읍 섭지코지로 261,33.425779,126.931337
일출랜드,매표소,관광,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.383538,126.841361
일출랜드,건물외벽,관광,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.383538,126.841361
제주공룡휴게소박물관,1층 홀,관광,제주특별자치도 서귀포시 성산읍 난산로 293,33.406694,126.844897
제주공룡휴게소박물관,건물외벽,관광,제주특별자치도 서귀포시 성산읍 난산로 293,33.406694,126.844897
건강과성박물관,건물외벽,관광,제주특별자치도 서귀포시 안덕면 일주서로 1611,33.254669,126.346701
다빈치뮤지엄,매표소,관광,제주특별자치도 서귀포시 안덕면 산록남로 788,33.319118,126.385098
다빈치뮤지엄,건물외벽,관광,제주특별자치도 서귀포시 안덕면 산록남로 788,33.319118,126.385098
세계자동차박물관,매표소,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.282865,126.349618
세계자동차박물관,건물외벽,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.282865,126.349618
세계자동차박물관,건물외벽 옥상,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.2831948,126.350018
소인국테마파크,매표소,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.290437,126.322602
소인국테마파크,건물외벽 동,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.290437,126.322602
소인국테마파크,건물외벽 서,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.290437,126.322602
이상한나라의 앨리스,매표소,관광,제주특별자치도 서귀포시 안덕면 중산간서로 1881,33.288957,126.321873
제주서커스월드,매표소,관광,제주특별자치도 서귀포시 안덕면 동광로 214,33.314422,126.344937
제주서커스월드,건물외벽,관광,제주특별자치도 서귀포시 안덕면 동광로 214,33.314422,126.344937
제주조각공원,매표소,관광,제주특별자치도 서귀포시 안덕면 일주서로 1836,33.254792,126.322966
제주조각공원,건물외벽,관광,제주특별자치도 서귀포시 안덕면 일주서로 1836,33.254792,126.322966
카멜리아힐,매표소,관광,제주특별자치도 서귀포시 안덕면 병악로 166,33.289146,126.3684044
카멜리아힐,화장실 CCTV 폴대,관광,제주특별자치도 서귀포시 안덕면 병악로 166,33.289146,126.3684044
토이파크,매표소,관광,제주특별자치도 서귀포시 안덕면 동광로 267-7,33.319099,126.345731
토이파크,건물외벽,관광,제주특별자치도 서귀포시 안덕면 동광로 267-7,33.319099,126.345731
다이나믹메이즈,매표소홀,관광,제주특별자치도 서귀포시 표선면 번영로 2644,33.399144,126.7851936
다이나믹메이즈,건물외벽,관광,제주특별자치도 서귀포시 표선면 번영로 2644,33.399144,126.7851936
세계술박물관,매표소,관광,제주특별자치도 서귀포시 표선면 한마음초등로 431,33.353973,126.817669
세계술박물관,건물외벽,관광,제주특별자치도 서귀포시 표선면 한마음초등로 431,33.353973,126.817669
자연사랑갤러리,매표소홀,관광,제주특별자치도 서귀포시 표선면 가시로613번길 46,33.355484,126.771484
자연사랑갤러리,건물외벽,관광,제주특별자치도 서귀포시 표선면 가시로613번길 46,33.355484,126.771484
제주민속촌,매표소,관광,제주특별자치도 서귀포시 표선면 민속해안로 631-34,33.322357,126.841486
제주민속촌,건물외벽,관광,제주특별자치도 서귀포시 표선면 민속해안로 631-34,33.322357,126.841486
제주조랑말타운,매표소홀,관광,제주특별자치도 서귀포시 표선면 번영로 2486,33.407876,126.772627
제주조랑말타운,승마대기소 건물외벽,관광,제주특별자치도 서귀포시 표선면 번영로 2486,33.407876,126.772627
제주허브동산,매표소,관광,제주특별자치도 서귀포시 표선면 돈오름로 170,33.329862,126.814853
제주허브동산,건물외벽,관광,제주특별자치도 서귀포시 표선면 돈오름로 170,33.329862,126.814853
포니벨리,매표소 홀,관광,제주특별자치도 서귀포시 표선면 번영로 2564-21,33.402573,126.778494
포니벨리,건물 옥상,관광,제주특별자치도 서귀포시 표선면 번영로 2564-21,33.402573,126.778494
화순 곶자왈 생태탐방관광,IP 주,관광,제주특별자치도 서귀포시 안덕면 화순리 2045,33.264635,126.33123
화순 곶자왈 생태탐방관광,화장실 외벽,관광,제주특별자치도 서귀포시 안덕면 화순리 2045,33.264635,126.33123
7코스,KT전주,관광,제주특별자치도 서귀포시 강정동 2639-11,33.234123,126.487947
7-1코스,건물외벽,관광,제주특별자치도 서귀포시 서귀동 316-1,33.247419,126.558729
5코스,올레안내소 내,관광,제주특별자치도 서귀포시 남원읍 남원리 91-6,33.277846,126.719845
5코스,건물외벽,관광,제주특별자치도 서귀포시 남원읍 남원리 91-6,33.277846,126.719845
11코스,올레안내소 내,관광,제주특별자치도 서귀포시 대정읍 하모리 2140,33.218678,126.252894
8코스,건물외벽 동,관광,제주특별자치도 서귀포시 중문동 2768-1,33.237952,126.42639
8코스,건물외벽 서,관광,제주특별자치도 서귀포시 중문동 2768-1,33.237952,126.42639
1코스,건물 옥상 서,관광,제주특별자치도 서귀포시 성산읍 시흥리 12-64,33.477997,126.908349
1코스,건물 옥상 북,관광,제주특별자치도 서귀포시 성산읍 시흥리 12-64,33.477997,126.908349
1코스,충전기 옆 IP주,관광,제주특별자치도 서귀포시 성산읍 시흥리 2665-1,33.474593,126.885948
1코스,안내소 실내,관광,제주특별자치도 서귀포시 성산읍 시흥리 2665-1,33.474634,126.885953
2코스,가로등 동,관광,제주특별자치도 서귀포시 성산읍 고성리 1421-1,33.44964,126.90863
2코스,가로등 서,관광,제주특별자치도 서귀포시 성산읍 고성리 1421-1,33.44964,126.90863
9코스,화장실 외벽 동,관광,제주특별자치도 서귀포시 안덕면 감산리 982-1,33.237436,126.361582
9코스,화장실 외벽 서,관광,제주특별자치도 서귀포시 안덕면 감산리 982-1,33.237436,126.361582
4코스,KT전주,관광,제주특별자치도 서귀포시 표선읍 표선리 40-34,33.325172,126.842788
서귀포시외버스터미널,매표소,교통시설,제주특별자치도 서귀포시 일주동로 9217,33.248867,126.508219186
서귀포시외버스터미널,건물외벽 1번출구,교통시설,제주특별자치도 서귀포시 일주동로 9217,33.248867,126.508219186
솔동산 문화의 거리,단속CCTV 폴대 1,관광,제주특별자치도 서귀포시 서귀동 573-11,33.244669,126.564645
솔동산 문화의 거리,단속CCTV 폴대 2,관광,제주특별자치도 서귀포시 서귀동 573-11,33.244669,126.564645
솔동산 문화의 거리,방범CCTV 폴대 1,관광,제주특별자치도 서귀포시 서귀동 700-4,33.241969,126.563098
솔동산 문화의 거리,방범CCTV 폴대 2,관광,제주특별자치도 서귀포시 서귀동 700-4,33.241969,126.563098
이중섭거리,CCTV 폴대 1,관광,제주특별자치도 서귀포시 서귀동 523-2,33.245962,126.563879
이중섭거리,CCTV 폴대 2,관광,제주특별자치도 서귀포시 서귀동 523-2,33.245962,126.563879
이중섭거리,IP 주,관광,제주특별자치도 서귀포시 서귀동 523-2,33.245962,126.563879
칠십리 음식 특화거리,CCTV 폴대 1-1,관광,제주특별자치도 서귀포시 서귀동 20-1,33.242373,126.567475
칠십리 음식 특화거리,CCTV 폴대 1-2,관광,제주특별자치도 서귀포시 서귀동 20-1,33.242373,126.567475
칠십리 음식 특화거리,CCTV 폴대1-3,관광,제주특별자치도 서귀포시 서귀동 20-1,33.242373,126.567475
칠십리 음식 특화거리,CCTV 폴대 2-1,관광,제주특별자치도 서귀포시 서귀동 70-4,33.243868,126.569025
칠십리 음식 특화거리,CCTV 폴대 2-2,관광,제주특별자치도 서귀포시 서귀동 70-4,33.243868,126.569025
칠십리 음식 특화거리,CCTV 폴대 2-3,관광,제주특별자치도 서귀포시 서귀동 70-4,33.243868,126.569025
하효 쇠소깍 해변,재난방송 폴대,관광,제주특별자치도 서귀포시 하효동 995,33.252222,126.623115
하효 쇠소깍 해변,KT전주 1,관광,제주특별자치도 서귀포시 하효동 995,33.252222,126.623115
하효 쇠소깍 해변,KT전주 2,관광,제주특별자치도 서귀포시 하효동 995,33.252222,126.623115
하효 쇠소깍 해변,바다쪽 CCTV 폴대 1,관광,제주특별자치도 서귀포시 하효동 990-4,33.254102,126.622657
하효 쇠소깍 해변,바다쪽 CCTV 폴대 2,관광,제주특별자치도 서귀포시 하효동 990-4,33.254102,126.622657
하효 쇠소깍 해변,주차장쪽 CCTV폴대1,관광,제주특별자치도 서귀포시 하효동 989,33.254655,126.6222
하효 쇠소깍 해변,주차장쪽 CCTV폴대2,관광,제주특별자치도 서귀포시 하효동 989,33.254655,126.6222
신양 섭지코지 해변,상황실 외벽 동,관광,제주특별자치도 서귀포시 성산읍 고성리 186-2,33.435474,126.922533
신양 섭지코지 해변,상황실 외벽 서,관광,제주특별자치도 서귀포시 성산읍 고성리 186-2,33.435474,126.922533
신양 섭지코지 해변,화장실 외벽 서,관광,제주특별자치도 서귀포시 성산읍 고성리 186-2,33.435472,126.922535
신양 섭지코지 해변,화장실 외벽 북,관광,제주특별자치도 서귀포시 성산읍 고성리 186-2,33.435472,126.922535
사계 해변,옥상 KT기지국 폴대 1,관광,제주특별자치도 서귀포시 안덕면 사계리 2071-1,33.228223,126.307762
사계 해변,옥상 KT기지국 폴대 2,관광,제주특별자치도 서귀포시 안덕면 사계리 2071-1,33.228223,126.307762
사계 해변,옥상 KT기지국 폴대 3,관광,제주특별자치도 서귀포시 안덕면 사계리 2071-1,33.228223,126.307762
사계 해안도로,옥상 재난방송 폴대 1,관광,제주특별자치도 서귀포시 안덕면 사계리 2147-30,33.227888,126.305158
사계 해안도로,옥상 재난방송 폴대 2,관광,제주특별자치도 서귀포시 안덕면 사계리 2147-30,33.227888,126.305158
사계 해안도로,옥상 재난방송 폴대 3,관광,제주특별자치도 서귀포시 안덕면 사계리 2147-30,33.227888,126.305158
화순 금모래해변,올레안내소 외벽 동,관광,제주특별자치도 서귀포시 안덕면 화순리 776-8,33.239611,126.335767
화순 금모래해변,올레안내소 외벽 서,관광,제주특별자치도 서귀포시 안덕면 화순리 776-8,33.239611,126.335767
화순 금모래해변,올레안내소 외벽 남,관광,제주특별자치도 서귀포시 안덕면 화순리 776-8,33.239611,126.335767
화순 금모래해변,관리사무실 외벽,관광,제주특별자치도 서귀포시 안덕면 화순리 833-2,33.240784,126.333525
화순 금모래해변,화장실 외벽,관광,제주특별자치도 서귀포시 안덕면 화순리 862,33.24182,126.331745
표선 해비치 해변,상황실 외벽 동,관광,제주특별자치도 서귀포시 표선면 표선리 44-13,33.325807,126.842407
표선 해비치 해변,상황실 외벽 서,관광,제주특별자치도 서귀포시 표선면 표선리 44-13,33.325807,126.842407
표선 해비치 해변,상황실 외벽 남,관광,제주특별자치도 서귀포시 표선면 표선리 44-13,33.325807,126.842407
성산환승정류장(고성리 회전교차로)[남] (고성리제주은행 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 성산읍 고성리 1100-4,33.449835,126.912062
성산환승정류장(고성리 한국물류)[북] (고성리 성산농협 방면),버스정류장 상부,교통시설,제주특별자치도 서귀포시 성산읍 고성리 1099-4,33.449902,126.912058
한라수목원,관리소 외부벽면 동,관광,제주특별자치도 제주시 수목원길 72(연동),33.470139,126.493278
한라수목원,관리소 외부벽면 서,관광,제주특별자치도 제주시 수목원길 72(연동),33.470139,126.493278
한라수목원,관리소 외부벽면 북,관광,제주특별자치도 제주시 수목원길 72(연동),33.470139,126.493278
한라수목원,구 사무동 1층 방문자휴게실 벽면,관광,제주특별자치도 제주시 연동 수목원길 72,33.469363,126.492916
한라수목원,구 사무동 정문 위 2층 기둥,관광,제주특별자치도 제주시 연동 수목원길 72,33.469363,126.492916
한라수목원,구 사무동 뒷벽,관광,제주특별자치도 제주시 연동 수목원길 72,33.469363,126.492916
교래자연휴양림,야영장 관리실 CCTV POLE,관광,제주특별자치도 제주시 조천읍 남조로 2023,33.4486627,126.666717
교래자연휴양림,야영장 관리실 CCTV POLE,관광,제주특별자치도 제주시 조천읍 남조로 2023,33.4486627,126.666717
교래자연휴양림,야영장 관리실 처마,관광,제주특별자치도 제주시 조천읍 남조로 2023,33.4486627,126.666717
교래자연휴양림,CCTV POLE (야영지구 원두막 19인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.443166,126.666041
교래자연휴양림,CCTV POLE (야영지구 원두막 1인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.442181,126.664507
교래자연휴양림,CCTV POLE (야영지구 원두막 1인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.442181,126.664507
교래자연휴양림,CCTV POLE (야영지구 원두막 1인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.442181,126.664507
교래자연휴양림,CCTV POLE (야영지구 원두막 6인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.443945,126.664925
교래자연휴양림,CCTV POLE (야영지구 원두막 6인근),관광,제주특별자치도 제주시 조천읍 남조로 2023,33.443945,126.664925
교래자연휴양림,매표소 진입로 동,관광,제주특별자치도 제주시 조천읍 남조로 2023,33.438851,126.666996
교래자연휴양림,매표소 진입로 서,관광,제주특별자치도 제주시 조천읍 남조로 2023,33.438851,126.666996
만장굴,주차장 기사휴게실 지붕 북,관광,제주특별자치도 제주시 구좌읍 만장굴길 182,33.529306,126.771444
만장굴,주차장 기사휴게실 지붕 북동,관광,제주특별자치도 제주시 구좌읍 만장굴길 182,33.529306,126.771444
만장굴,주차장 기사휴게실 지붕 동,관광,제주특별자치도 제주시 구좌읍 만장굴길 182,33.529306,126.771444
비자림,관리실 옥상 북,관광,제주특별자치도 제주시 구좌읍 비자숲길 55,33.491444,126.810361
비자림,관리실 옥상 동,관광,제주특별자치도 제주시 구좌읍 비자숲길 55,33.491444,126.810361
비자림,관리실 옥상 서,관광,제주특별자치도 제주시 구좌읍 비자숲길 55,33.491444,126.810361
비자림,화장실 처마(주차장),관광,제주특별자치도 제주시 구좌읍 비자숲길 55,33.491417,126.810278
비자림,화장실 처마(주차장),관광,제주특별자치도 제주시 구좌읍 비자숲길 55,33.491417,126.810278
한라생태숲,관리시험연구동 내부,관광,제주특별자치도 제주시 516로 2596(용강동),33.430803,126.596469
한라생태숲,관리시험연구동 지붕 북,관광,제주특별자치도 제주시 516로 2596(용강동),33.430803,126.596469
한라생태숲,관리시험연구동 지붕 남,관광,제주특별자치도 제주시 516로 2596(용강동),33.430803,126.596469
한라생태숲,관리시험연구동 지붕 서,관광,제주특별자치도 제주시 516로 2596(용강동),33.430803,126.596469
한라생태숲,안내소 벽면 남,관광,제주특별자치도 제주시 516로 2596(용강동),33.430636,126.597048
한라생태숲,안내소 벽면 북,관광,제주특별자치도 제주시 516로 2596(용강동),33.430636,126.597048
한라생태숲,주차관리소 벽변 동,관광,제주특별자치도 제주시 516로 2596(용강동),33.430222,126.596931
한라생태숲,주차관리소 벽면 서,관광,제주특별자치도 제주시 516로 2596(용강동),33.430222,126.596931
한라산국립공원,탐방안내소 1층 전시관(전시관),관광,제주특별자치도 제주시 1100로 2070-61,33.3922314,126.4945663
한라산국립공원,탐방안내소 2층 전시관(전시관),관광,제주특별자치도 제주시 1100로 2070-61,33.3922314,126.4945663
한라산국립공원,화장실(주차장) 지붕 동,관광,제주특별자치도 제주시 1100로 2070-61,33.392472,126.494556
한라산국립공원,화장실(주차장) 지붕 남,관광,제주특별자치도 제주시 1100로 2070-61,33.392472,126.494556
한라산국립공원,화장실(주차장) 지붕 북,관광,제주특별자치도 제주시 1100로 2070-61,33.392472,126.494556
신비의도로(도깨비도로,화장실 처마(주차장) 동남,관광,제주특별자치도 제주시 1100로 2894-63,33.4512267,126.487361
신비의도로(도깨비도로,화장실 처마(주차장) 동북,관광,제주특별자치도 제주시 1100로 2894-63,33.4512267,126.487361
